student_id,department,year_of_study,gpa,midterm_score,attendance_percentage,library_checkout_count,canteen_peak_visit_time,campus_wifi_hours_night,assignment_submit_delay_hours,lab_attendance_8am
STU2027671,Information Tech,3,8.36,89.9,59.0,16,12:30-13:30,1.9,20.1,78.0
STU2027672,Electronics & Comm,1,7.98,80.7,97.7,5,12:30-13:30,1.1,1.0,89.9
STU2027673,Computer Science,2,8.65,93.6,60.0,28,14:30-15:30,1.6,-23.3,95.1
STU2027674,Electronics & Comm,1,6.0,36.3,88.2,7,11:30-12:30,5.2,-45.8,34.1
STU2027675,Information Tech,1,7.42,44.1,86.1,8,14:30-15:30,5.1,1.1,62.4
STU2027676,Electronics & Comm,1,6.76,61.4,63.3,22,11:30-12:30,3.2,-1.5,76.0
STU2027677,Mechanical Eng,1,6.14,55.5,88.8,14,12:30-13:30,1.7,20.6,72.6
STU2027678,Electronics & Comm,3,9.2,94.1,79.8,2,12:30-13:30,2.8,29.4,73.9
STU2027679,Information Tech,2,8.51,53.3,70.8,38,11:30-12:30,7.3,-9.0,55.3
STU2027680,Computer Science,2,8.58,87.8,79.5,39,13:30-14:30,2.9,-42.9,92.6
STU2027681,Civil Eng,1,6.11,35.0,63.2,6,12:30-13:30,7.0,3.7,49.2
STU2027682,Computer Science,3,9.55,60.9,93.2,28,14:30-15:30,5.9,-41.5,30.9
STU2027683,Information Tech,2,7.56,78.4,79.0,38,12:30-13:30,2.4,34.5,74.8
STU2027684,Civil Eng,4,9.21,89.5,56.0,5,12:30-13:30,2.1,9.0,73.7
STU2027685,Mechanical Eng,2,9.06,60.4,84.4,9,12:30-13:30,5.0,-2.6,37.8
STU2027686,Computer Science,3,9.4,64.7,72.4,43,12:30-13:30,4.0,27.3,62.0
STU2027687,Information Tech,1,7.09,48.1,80.4,9,13:30-14:30,5.9,-34.7,42.2
STU2027688,Computer Science,2,9.1,92.5,65.8,40,13:30-14:30,3.5,-6.5,73.2
STU2027689,Computer Science,1,6.39,42.3,89.7,10,12:30-13:30,5.7,26.3,44.4
STU2027690,Computer Science,4,6.2,35.0,77.2,16,12:30-13:30,4.3,-0.6,48.1
STU2027691,Information Tech,1,9.23,86.7,59.7,15,12:30-13:30,2.9,13.6,71.8
STU2027692,Electronics & Comm,1,7.49,81.5,64.9,18,12:30-13:30,1.1,34.1,71.4
STU2027693,Civil Eng,3,6.36,57.6,72.2,13,12:30-13:30,1.3,16.8,75.7
STU2027694,Information Tech,3,7.42,52.4,85.2,25,12:30-13:30,4.7,3.2,47.4
STU2027695,Electronics & Comm,4,6.17,35.0,89.8,15,13:30-14:30,7.1,-4.4,62.3
STU2027696,Computer Science,3,8.02,54.1,77.6,23,11:30-12:30,6.3,-26.6,54.5
STU2027697,Civil Eng,1,6.84,38.1,69.2,20,11:30-12:30,4.6,-22.3,56.4
STU2027698,Civil Eng,1,9.43,71.0,56.6,19,13:30-14:30,5.7,-44.4,39.2
STU2027699,Information Tech,3,7.97,56.0,68.5,23,11:30-12:30,5.2,-15.6,54.8
STU2027700,Information Tech,1,8.97,56.3,67.8,21,12:30-13:30,6.3,16.7,58.8
STU2027701,Civil Eng,2,8.29,51.6,63.5,19,12:30-13:30,4.6,25.7,54.0
STU2027702,Computer Science,4,9.4,100.0,96.1,20,12:30-13:30,1.5,5.9,84.1
STU2027703,Electronics & Comm,2,8.78,88.8,73.8,11,12:30-13:30,2.0,18.9,90.0
STU2027704,Computer Science,4,8.97,57.0,57.9,23,13:30-14:30,6.3,-40.6,39.2
STU2027705,Electronics & Comm,4,5.72,37.8,74.8,7,12:30-13:30,6.8,22.1,59.5
STU2027706,Computer Science,3,5.91,35.0,95.0,36,12:30-13:30,7.1,23.8,63.0
STU2027707,Information Tech,4,9.37,87.2,93.6,18,13:30-14:30,1.1,-14.8,82.9
STU2027708,Mechanical Eng,1,9.01,57.2,91.6,6,12:30-13:30,7.3,1.6,62.5
STU2027709,Computer Science,4,9.57,72.4,93.0,18,14:30-15:30,4.2,-28.2,55.8
STU2027710,Computer Science,2,5.77,35.0,56.1,41,12:30-13:30,4.3,29.5,44.7
STU2027711,Electronics & Comm,4,7.92,82.6,67.9,18,14:30-15:30,3.3,-0.8,92.2
STU2027712,Information Tech,3,8.9,84.5,80.8,27,13:30-14:30,3.5,-17.3,96.2
STU2027713,Civil Eng,1,6.65,73.7,80.3,20,11:30-12:30,2.1,-25.6,73.4
STU2027714,Mechanical Eng,4,5.69,35.0,93.7,24,13:30-14:30,5.0,-18.7,36.2
STU2027715,Electronics & Comm,3,8.61,54.8,70.2,23,13:30-14:30,6.0,-14.0,46.1
STU2027716,Electronics & Comm,3,8.25,59.1,93.0,14,12:30-13:30,7.0,17.4,54.6
STU2027717,Mechanical Eng,4,5.61,50.2,74.5,5,12:30-13:30,2.7,10.8,71.9
STU2027718,Electronics & Comm,3,7.99,52.7,65.5,20,11:30-12:30,4.9,2.9,39.6
STU2027719,Electronics & Comm,3,7.8,45.9,77.9,10,11:30-12:30,4.0,-27.1,51.5
STU2027720,Electronics & Comm,4,8.09,75.6,57.9,5,11:30-12:30,0.7,-16.9,94.2
STU2027721,Electronics & Comm,3,8.34,51.9,97.4,15,12:30-13:30,5.0,-0.6,35.7
STU2027722,Electronics & Comm,4,8.59,79.8,93.5,19,12:30-13:30,2.9,16.0,98.4
STU2027723,Civil Eng,3,8.85,54.7,85.1,17,13:30-14:30,6.9,-40.3,42.6
STU2027724,Computer Science,1,7.34,50.6,83.0,15,13:30-14:30,6.6,-26.7,54.4
STU2027725,Computer Science,4,8.75,56.5,75.8,10,11:30-12:30,6.9,-16.5,56.2
STU2027726,Information Tech,1,7.85,52.6,96.1,5,12:30-13:30,5.6,6.1,60.3
STU2027727,Civil Eng,3,7.28,71.2,91.5,14,11:30-12:30,1.2,-14.8,76.6
STU2027728,Mechanical Eng,4,8.15,47.8,78.2,21,12:30-13:30,6.1,17.5,38.7
STU2027729,Mechanical Eng,4,7.94,51.6,84.6,23,14:30-15:30,6.6,-45.4,41.5
STU2027730,Computer Science,2,8.61,86.5,84.2,37,12:30-13:30,0.9,33.1,89.9
STU2027731,Computer Science,3,5.99,57.1,75.4,39,12:30-13:30,3.5,26.6,91.1
STU2027732,Civil Eng,2,7.31,52.9,65.7,12,12:30-13:30,7.3,10.3,52.7
STU2027733,Computer Science,4,7.59,52.6,57.1,18,11:30-12:30,4.7,3.5,52.8
STU2027734,Mechanical Eng,2,5.7,35.0,94.6,19,14:30-15:30,7.5,-15.5,53.9
STU2027735,Civil Eng,4,7.26,41.7,69.1,12,14:30-15:30,3.6,-25.5,35.7
STU2027736,Mechanical Eng,4,8.75,56.4,69.6,12,12:30-13:30,6.7,34.6,50.0
STU2027737,Electronics & Comm,1,7.33,48.6,65.4,6,12:30-13:30,6.0,30.0,39.0
STU2027738,Electronics & Comm,4,6.95,72.2,67.4,3,12:30-13:30,1.3,-4.6,88.3
STU2027739,Civil Eng,2,9.18,96.4,60.1,17,12:30-13:30,1.6,23.5,75.3
STU2027740,Civil Eng,3,7.23,52.1,87.8,24,11:30-12:30,4.8,4.1,43.7
STU2027741,Computer Science,3,9.42,62.5,91.6,16,12:30-13:30,6.2,-4.7,38.8
STU2027742,Information Tech,1,5.97,35.0,80.3,8,12:30-13:30,7.4,30.9,46.8
STU2027743,Electronics & Comm,3,7.41,74.3,88.8,15,14:30-15:30,0.6,-6.0,93.3
STU2027744,Electronics & Comm,4,5.83,35.0,86.4,17,12:30-13:30,6.9,9.0,31.9
STU2027745,Civil Eng,3,8.49,58.7,86.4,22,12:30-13:30,6.6,1.9,48.6
STU2027746,Mechanical Eng,2,6.83,42.3,60.3,13,13:30-14:30,4.4,-5.8,56.3
STU2027747,Mechanical Eng,1,5.64,54.6,95.6,25,12:30-13:30,2.3,1.0,88.9
STU2027748,Electronics & Comm,1,5.98,60.3,95.6,21,13:30-14:30,1.6,-7.4,90.7
STU2027749,Civil Eng,1,7.44,77.9,93.8,23,12:30-13:30,3.3,25.4,76.0
STU2027750,Civil Eng,2,5.63,35.9,92.3,17,11:30-12:30,4.4,-29.3,43.3
STU2027751,Computer Science,1,8.95,57.6,57.9,24,12:30-13:30,6.0,21.0,63.7
STU2027752,Computer Science,4,8.12,82.1,89.1,21,11:30-12:30,2.1,-0.6,90.9
STU2027753,Mechanical Eng,2,9.29,61.4,55.5,18,13:30-14:30,6.5,-44.3,60.2
STU2027754,Civil Eng,4,7.54,51.4,67.3,10,11:30-12:30,6.8,-34.5,59.5
STU2027755,Mechanical Eng,3,6.63,35.0,57.3,17,12:30-13:30,4.2,19.7,58.7
STU2027756,Electronics & Comm,4,8.53,89.9,78.8,23,13:30-14:30,0.6,-31.0,89.9
STU2027757,Information Tech,1,6.13,35.0,74.6,21,13:30-14:30,4.0,-17.9,53.1
STU2027758,Civil Eng,2,9.3,58.6,87.9,24,12:30-13:30,4.7,0.4,40.7
STU2027759,Civil Eng,1,6.68,61.0,74.3,25,11:30-12:30,1.5,4.3,80.9
STU2027760,Information Tech,4,8.56,87.2,62.5,16,12:30-13:30,1.4,1.7,75.9
STU2027761,Electronics & Comm,2,7.94,50.5,59.4,14,12:30-13:30,7.3,32.7,64.5
STU2027762,Electronics & Comm,2,9.73,68.8,77.2,7,14:30-15:30,4.1,-40.3,31.7
STU2027763,Computer Science,1,5.56,35.0,64.9,15,12:30-13:30,6.7,10.6,30.6
STU2027764,Computer Science,1,7.68,45.9,82.1,14,12:30-13:30,5.2,-0.0,49.5
STU2027765,Information Tech,1,9.02,84.3,63.1,19,13:30-14:30,3.2,-32.7,72.7
STU2027766,Mechanical Eng,2,8.26,56.2,58.7,19,12:30-13:30,4.1,21.3,31.7
STU2027767,Electronics & Comm,3,6.83,38.0,92.3,8,11:30-12:30,4.6,-9.1,59.1
STU2027768,Computer Science,4,9.09,96.3,72.4,25,14:30-15:30,1.8,-16.8,80.7
STU2027769,Civil Eng,1,6.93,76.4,93.8,10,12:30-13:30,0.8,-1.2,82.6
STU2027770,Computer Science,4,9.44,100.0,67.9,9,14:30-15:30,1.1,4.3,72.6
STU2027771,Computer Science,4,7.83,50.5,59.3,17,13:30-14:30,4.8,-45.8,62.3
STU2027772,Information Tech,1,7.08,67.4,79.2,14,12:30-13:30,1.9,16.9,82.2
STU2027773,Information Tech,4,6.19,35.7,81.1,18,12:30-13:30,6.0,31.8,48.5
STU2027774,Information Tech,1,7.53,47.3,97.8,13,12:30-13:30,5.1,27.9,47.0
STU2027775,Civil Eng,2,7.06,51.7,91.3,6,12:30-13:30,4.5,-4.1,61.4
STU2027776,Computer Science,2,7.36,40.5,85.2,32,12:30-13:30,7.4,29.1,45.9
STU2027777,Electronics & Comm,4,5.56,35.0,97.0,13,13:30-14:30,4.4,1.5,30.2
STU2027778,Computer Science,4,7.05,44.7,77.0,4,12:30-13:30,7.3,22.5,34.1
STU2027779,Electronics & Comm,4,6.78,39.3,80.9,19,13:30-14:30,6.0,-40.3,33.4
STU2027780,Computer Science,4,9.54,100.0,73.7,20,12:30-13:30,1.7,-1.9,74.1
STU2027781,Computer Science,3,8.6,58.4,70.8,26,12:30-13:30,6.9,14.9,33.7
STU2027782,Computer Science,3,7.37,69.1,76.7,30,13:30-14:30,0.5,-4.0,86.8
STU2027783,Information Tech,1,9.53,65.0,57.1,10,12:30-13:30,4.9,34.0,37.7
STU2027784,Civil Eng,2,6.41,43.2,60.8,19,11:30-12:30,6.4,-15.6,46.5
STU2027785,Mechanical Eng,1,5.75,35.0,75.9,10,11:30-12:30,5.1,-10.0,61.9
STU2027786,Electronics & Comm,1,6.09,68.5,73.0,13,13:30-14:30,3.2,-47.7,97.1
STU2027787,Computer Science,1,8.88,68.5,95.5,13,11:30-12:30,5.0,3.7,56.4
STU2027788,Information Tech,2,9.13,85.8,93.1,17,11:30-12:30,1.3,-8.4,93.7
STU2027789,Computer Science,3,6.48,38.0,90.1,16,11:30-12:30,6.1,-23.5,31.9
STU2027790,Civil Eng,3,8.43,52.6,55.2,18,12:30-13:30,3.9,18.5,61.7
STU2027791,Mechanical Eng,3,8.51,58.0,64.8,19,12:30-13:30,5.0,18.5,57.9
STU2027792,Civil Eng,3,6.07,36.5,66.1,21,13:30-14:30,7.2,-6.0,56.8
STU2027793,Information Tech,2,9.7,93.3,63.7,39,13:30-14:30,2.7,-44.3,85.6
STU2027794,Mechanical Eng,3,5.7,35.8,70.1,16,11:30-12:30,4.4,-0.7,51.4
STU2027795,Electronics & Comm,3,7.38,42.0,77.5,18,11:30-12:30,6.7,-44.8,38.5
STU2027796,Mechanical Eng,4,5.67,65.4,73.5,11,14:30-15:30,1.9,1.3,85.9
STU2027797,Information Tech,2,7.85,85.7,96.6,35,13:30-14:30,2.7,3.4,76.6
STU2027798,Mechanical Eng,4,9.43,99.7,78.2,24,14:30-15:30,2.8,-45.3,71.5
STU2027799,Mechanical Eng,4,8.17,78.2,70.2,2,11:30-12:30,3.0,-16.5,81.5
STU2027800,Information Tech,3,9.38,91.6,69.0,34,11:30-12:30,0.8,-42.6,88.2
STU2027801,Electronics & Comm,1,9.59,70.3,97.9,23,12:30-13:30,3.7,-4.2,47.8
STU2027802,Mechanical Eng,3,8.53,81.3,74.1,14,12:30-13:30,3.2,24.4,89.9
STU2027803,Mechanical Eng,2,6.86,72.5,94.6,4,14:30-15:30,2.4,-12.7,97.3
STU2027804,Electronics & Comm,4,9.37,59.6,88.8,15,11:30-12:30,6.8,-7.7,42.5
STU2027805,Computer Science,1,6.87,36.7,69.5,22,12:30-13:30,6.5,23.1,62.6
STU2027806,Information Tech,3,7.39,68.1,93.3,18,13:30-14:30,2.9,-7.5,82.7
STU2027807,Electronics & Comm,2,7.49,47.3,78.7,2,12:30-13:30,7.0,32.5,54.8
STU2027808,Computer Science,1,5.54,35.0,71.9,2,13:30-14:30,7.2,-37.2,51.8
STU2027809,Information Tech,1,5.51,35.0,70.0,24,12:30-13:30,7.1,34.9,60.7
STU2027810,Mechanical Eng,1,5.81,36.9,67.9,21,12:30-13:30,4.8,20.3,33.3
STU2027811,Electronics & Comm,3,6.99,46.3,87.3,14,11:30-12:30,6.9,-44.3,54.0
STU2027812,Computer Science,4,9.64,70.6,79.5,19,12:30-13:30,4.5,-2.6,52.5
STU2027813,Information Tech,4,8.58,82.7,75.5,10,12:30-13:30,0.8,23.5,90.2
STU2027814,Electronics & Comm,2,8.35,91.3,79.5,9,12:30-13:30,2.5,-4.2,86.9
STU2027815,Civil Eng,4,7.47,55.8,87.6,13,11:30-12:30,6.4,-4.1,41.7
STU2027816,Computer Science,4,6.41,60.6,71.3,19,11:30-12:30,2.3,-34.5,96.1
STU2027817,Information Tech,1,8.2,59.6,83.4,12,12:30-13:30,4.5,30.1,57.3
STU2027818,Computer Science,1,8.67,86.3,56.4,13,12:30-13:30,0.8,5.0,96.0
STU2027819,Information Tech,4,7.69,71.7,65.4,9,12:30-13:30,1.6,27.6,96.2
STU2027820,Information Tech,1,6.71,41.9,84.2,20,13:30-14:30,7.2,-18.5,62.3
STU2027821,Information Tech,4,6.89,73.6,79.3,11,13:30-14:30,1.8,-39.1,75.0
STU2027822,Computer Science,2,9.6,64.2,65.3,19,13:30-14:30,5.2,-23.7,60.9
STU2027823,Mechanical Eng,2,5.83,35.0,74.9,16,11:30-12:30,3.7,-41.9,30.9
STU2027824,Mechanical Eng,2,6.47,68.9,87.3,22,11:30-12:30,0.5,-5.9,75.5
STU2027825,Electronics & Comm,1,7.02,38.0,94.1,23,13:30-14:30,6.0,-28.6,48.3
STU2027826,Computer Science,4,5.96,36.6,59.8,25,12:30-13:30,3.6,19.1,48.7
STU2027827,Mechanical Eng,4,8.47,57.1,75.2,3,11:30-12:30,5.4,-8.2,33.3
STU2027828,Mechanical Eng,2,7.56,55.8,87.9,21,14:30-15:30,5.4,2.0,60.0
STU2027829,Information Tech,4,9.37,91.5,89.6,5,11:30-12:30,2.4,4.8,97.9
STU2027830,Electronics & Comm,2,8.61,82.6,75.5,6,12:30-13:30,0.5,20.6,75.2
STU2027831,Electronics & Comm,2,8.35,84.1,61.7,8,12:30-13:30,2.3,25.0,78.0
STU2027832,Information Tech,1,5.78,35.0,96.9,23,13:30-14:30,7.2,-41.3,50.2
STU2027833,Computer Science,2,5.66,60.9,63.9,19,12:30-13:30,0.9,0.4,97.2
STU2027834,Civil Eng,4,7.04,46.3,95.0,6,11:30-12:30,5.4,-21.3,33.6
STU2027835,Civil Eng,3,9.31,100.0,72.5,24,11:30-12:30,3.3,-6.0,70.1
STU2027836,Electronics & Comm,4,7.46,47.8,70.3,4,11:30-12:30,6.8,-11.8,33.4
STU2027837,Electronics & Comm,1,7.29,47.2,93.0,21,12:30-13:30,5.3,-3.3,56.0
STU2027838,Electronics & Comm,2,6.01,65.0,88.8,4,13:30-14:30,2.3,-15.1,94.4
STU2027839,Civil Eng,2,6.15,37.1,58.5,3,11:30-12:30,6.6,-28.6,62.9
STU2027840,Information Tech,3,9.67,62.6,73.0,16,13:30-14:30,7.3,-27.7,43.8
STU2027841,Civil Eng,2,5.86,57.0,77.0,10,12:30-13:30,3.3,7.3,80.5
STU2027842,Computer Science,4,9.65,100.0,71.8,20,13:30-14:30,1.9,-25.9,78.9
STU2027843,Computer Science,3,8.28,61.1,71.2,43,11:30-12:30,3.7,-3.8,34.5
STU2027844,Computer Science,3,9.67,63.1,66.0,45,13:30-14:30,6.0,-13.3,53.3
STU2027845,Mechanical Eng,3,8.4,51.5,59.4,25,11:30-12:30,4.1,-21.9,48.0
STU2027846,Information Tech,1,8.68,84.7,95.0,4,13:30-14:30,1.5,-13.1,77.0
STU2027847,Information Tech,4,6.63,62.0,63.6,11,14:30-15:30,2.9,2.2,76.9
STU2027848,Electronics & Comm,3,8.37,91.3,70.7,3,14:30-15:30,2.2,-5.1,77.1
STU2027849,Electronics & Comm,1,5.84,35.0,90.9,25,12:30-13:30,6.4,6.0,48.5
STU2027850,Civil Eng,4,9.44,94.3,79.2,25,12:30-13:30,2.4,27.7,79.6
STU2027851,Mechanical Eng,3,9.57,95.9,70.5,14,13:30-14:30,2.2,-27.5,80.8
STU2027852,Information Tech,4,9.64,90.7,57.7,13,12:30-13:30,2.0,-4.1,78.1
STU2027853,Computer Science,3,9.48,73.7,95.3,39,12:30-13:30,6.9,11.4,40.7
STU2027854,Electronics & Comm,3,8.88,88.7,71.0,9,11:30-12:30,3.2,-47.3,78.8
STU2027855,Mechanical Eng,2,6.53,44.3,88.4,11,11:30-12:30,4.6,-45.2,34.2
STU2027856,Mechanical Eng,2,6.57,42.9,93.6,11,12:30-13:30,7.1,3.8,58.6
STU2027857,Computer Science,4,7.94,46.0,64.5,2,12:30-13:30,5.9,-3.8,37.9
STU2027858,Computer Science,4,9.54,73.8,90.3,19,12:30-13:30,6.9,13.3,35.0
STU2027859,Information Tech,3,6.87,39.2,64.0,43,11:30-12:30,6.2,0.0,53.0
STU2027860,Civil Eng,3,6.65,46.5,84.3,7,11:30-12:30,6.7,-1.9,47.4
STU2027861,Computer Science,4,8.93,63.2,92.6,20,12:30-13:30,6.2,12.6,37.8
STU2027862,Mechanical Eng,4,6.31,66.5,75.1,22,11:30-12:30,1.3,-10.9,96.4
STU2027863,Electronics & Comm,4,9.51,65.6,57.7,3,12:30-13:30,7.0,-3.5,42.9
STU2027864,Electronics & Comm,4,9.18,89.8,62.7,8,12:30-13:30,1.4,-0.1,79.0
STU2027865,Computer Science,3,6.47,43.2,79.7,40,12:30-13:30,6.0,20.7,56.9
STU2027866,Computer Science,4,9.77,100.0,94.1,6,12:30-13:30,1.9,16.2,75.7
STU2027867,Civil Eng,2,9.4,64.8,56.2,9,12:30-13:30,5.0,9.1,50.1
STU2027868,Mechanical Eng,3,9.06,68.8,92.0,24,11:30-12:30,5.3,-7.1,61.8
STU2027869,Civil Eng,2,8.51,65.8,63.2,17,12:30-13:30,4.2,23.3,51.3
STU2027870,Electronics & Comm,3,6.47,73.0,64.7,4,12:30-13:30,3.5,32.2,84.7
STU2027871,Information Tech,4,5.7,37.3,63.1,7,12:30-13:30,4.7,29.0,57.6
STU2027872,Electronics & Comm,4,5.67,55.9,55.6,19,13:30-14:30,1.4,-36.2,81.5
STU2027873,Information Tech,2,8.54,56.7,96.4,39,14:30-15:30,4.0,-34.1,57.8
STU2027874,Mechanical Eng,4,7.56,53.7,68.9,8,14:30-15:30,5.8,4.1,34.6
STU2027875,Electronics & Comm,2,9.59,64.8,94.5,6,12:30-13:30,4.1,9.2,52.2
STU2027876,Information Tech,2,8.58,63.8,83.6,27,14:30-15:30,5.3,-45.0,60.1
STU2027877,Electronics & Comm,3,6.41,35.0,83.2,17,13:30-14:30,6.8,-2.2,38.5
STU2027878,Electronics & Comm,1,9.18,96.9,59.9,9,12:30-13:30,0.9,-4.7,81.5
STU2027879,Mechanical Eng,2,9.18,67.4,95.8,23,11:30-12:30,5.9,-44.2,52.9
STU2027880,Civil Eng,2,7.23,50.2,57.5,17,13:30-14:30,6.0,-13.2,53.2
STU2027881,Civil Eng,1,6.85,46.3,66.9,7,11:30-12:30,3.8,1.6,42.7
STU2027882,Computer Science,3,5.87,64.0,97.0,25,12:30-13:30,2.4,12.6,72.2
STU2027883,Computer Science,1,7.98,54.0,71.2,7,12:30-13:30,7.4,-2.5,50.7
STU2027884,Computer Science,2,5.58,36.9,62.3,30,13:30-14:30,7.3,-42.9,53.3
STU2027885,Computer Science,2,6.82,43.3,95.5,27,14:30-15:30,4.5,-23.5,56.3
STU2027886,Information Tech,4,7.25,51.4,79.4,17,12:30-13:30,4.2,4.5,37.5
STU2027887,Information Tech,2,6.07,35.0,83.0,45,12:30-13:30,5.2,16.7,31.0
STU2027888,Information Tech,4,8.29,79.4,73.1,20,12:30-13:30,2.2,31.9,88.5
STU2027889,Mechanical Eng,2,6.0,39.2,58.9,23,14:30-15:30,5.9,-9.6,41.5
STU2027890,Information Tech,3,6.28,57.6,60.4,39,13:30-14:30,0.8,-29.5,73.5
STU2027891,Civil Eng,3,9.77,70.6,79.2,2,13:30-14:30,3.7,-40.6,62.3
STU2027892,Information Tech,4,7.2,47.4,68.3,20,12:30-13:30,5.2,13.5,45.2
STU2027893,Mechanical Eng,1,7.31,39.6,63.7,12,12:30-13:30,6.7,-3.6,44.9
STU2027894,Civil Eng,2,7.02,40.6,85.1,20,14:30-15:30,3.8,-25.4,31.3
STU2027895,Electronics & Comm,4,7.4,53.2,59.7,9,12:30-13:30,4.9,8.2,52.8
STU2027896,Computer Science,3,8.05,76.3,85.9,28,11:30-12:30,1.8,-12.3,80.1
STU2027897,Civil Eng,3,6.51,66.7,58.4,20,13:30-14:30,2.7,-7.5,78.4
STU2027898,Information Tech,4,7.0,36.9,67.1,11,13:30-14:30,5.1,-8.5,38.7
STU2027899,Mechanical Eng,3,8.88,90.6,89.0,9,12:30-13:30,2.6,25.9,73.5
STU2027900,Electronics & Comm,3,6.69,73.7,74.4,18,12:30-13:30,2.1,26.1,95.5
STU2027901,Information Tech,2,6.13,64.2,57.1,44,12:30-13:30,2.8,4.0,82.2
STU2027902,Information Tech,3,5.93,35.0,61.8,16,12:30-13:30,7.3,23.3,64.9
STU2027903,Computer Science,4,8.78,86.3,75.6,24,12:30-13:30,2.6,27.2,94.7
STU2027904,Mechanical Eng,3,7.53,52.9,80.2,10,11:30-12:30,6.5,-18.0,34.4
STU2027905,Mechanical Eng,4,9.49,62.8,61.4,25,11:30-12:30,4.8,-1.6,49.8
STU2027906,Computer Science,2,8.85,63.2,63.8,37,12:30-13:30,6.5,19.4,41.7
STU2027907,Electronics & Comm,3,8.0,52.7,82.0,4,12:30-13:30,6.4,32.8,63.7
STU2027908,Information Tech,2,9.56,92.6,66.2,27,12:30-13:30,3.0,4.1,78.7
STU2027909,Computer Science,2,9.52,100.0,78.7,28,11:30-12:30,0.8,-39.6,75.9
STU2027910,Electronics & Comm,1,9.19,66.2,63.4,2,12:30-13:30,3.7,7.4,36.4
STU2027911,Civil Eng,4,7.67,45.5,84.8,3,13:30-14:30,6.1,-18.7,43.9
STU2027912,Mechanical Eng,2,7.95,58.2,67.1,4,13:30-14:30,5.8,-13.7,63.6
STU2027913,Civil Eng,4,9.32,90.9,57.8,3,13:30-14:30,2.3,-39.8,98.8
STU2027914,Information Tech,3,9.57,71.7,62.0,20,12:30-13:30,6.2,13.4,51.3
STU2027915,Mechanical Eng,2,6.36,41.9,60.7,6,11:30-12:30,7.5,-30.5,51.8
STU2027916,Information Tech,1,6.43,61.8,92.7,4,12:30-13:30,2.1,25.1,76.4
STU2027917,Computer Science,4,8.87,62.9,70.7,21,13:30-14:30,6.2,-15.7,45.3
STU2027918,Mechanical Eng,2,9.36,87.6,57.4,7,14:30-15:30,2.4,0.2,80.7
STU2027919,Information Tech,3,9.01,97.1,62.3,16,13:30-14:30,0.7,-41.3,77.9
STU2027920,Mechanical Eng,4,5.79,35.0,96.8,4,13:30-14:30,4.6,-23.9,55.9
STU2027921,Electronics & Comm,2,8.35,83.4,60.7,15,13:30-14:30,0.9,0.6,80.8
STU2027922,Mechanical Eng,4,8.64,57.5,96.2,10,12:30-13:30,6.3,12.0,46.7
STU2027923,Information Tech,2,9.48,96.0,57.2,19,14:30-15:30,3.0,-6.2,85.7
STU2027924,Civil Eng,2,6.96,72.2,92.5,20,13:30-14:30,0.9,-6.6,74.5
STU2027925,Mechanical Eng,4,7.2,42.5,78.0,9,11:30-12:30,5.5,-22.3,62.0
STU2027926,Electronics & Comm,4,7.97,59.4,95.4,5,14:30-15:30,6.1,-19.9,33.5
STU2027927,Information Tech,1,6.51,35.0,69.9,23,12:30-13:30,5.3,32.6,44.6
STU2027928,Computer Science,4,9.18,60.2,92.1,21,14:30-15:30,3.9,-40.0,54.3
STU2027929,Computer Science,3,8.49,89.7,62.7,20,12:30-13:30,2.7,2.2,95.7
STU2027930,Civil Eng,4,8.72,67.5,65.7,6,13:30-14:30,4.4,-40.3,36.4
STU2027931,Civil Eng,2,7.12,42.9,68.8,8,13:30-14:30,6.2,0.2,50.7
STU2027932,Computer Science,2,6.37,69.9,67.5,41,12:30-13:30,2.6,16.3,95.4
STU2027933,Information Tech,3,5.55,35.0,75.0,39,12:30-13:30,6.1,15.8,30.4
STU2027934,Mechanical Eng,1,8.13,82.1,92.6,7,12:30-13:30,1.8,11.3,89.8
STU2027935,Electronics & Comm,2,9.57,91.6,80.7,17,14:30-15:30,2.7,-31.1,76.8
STU2027936,Electronics & Comm,2,9.42,93.3,79.4,6,12:30-13:30,0.6,28.2,72.3
STU2027937,Electronics & Comm,1,8.31,59.7,79.6,15,11:30-12:30,7.0,-36.4,35.3
STU2027938,Electronics & Comm,3,6.86,46.5,83.6,6,12:30-13:30,4.6,21.5,38.1
STU2027939,Electronics & Comm,3,8.36,82.0,96.0,18,12:30-13:30,0.8,-3.9,80.9
STU2027940,Information Tech,3,5.92,64.4,63.8,23,11:30-12:30,1.2,-17.6,89.0
STU2027941,Electronics & Comm,2,5.78,65.9,82.6,4,11:30-12:30,1.7,-28.3,74.4
STU2027942,Mechanical Eng,1,8.56,58.3,78.1,11,14:30-15:30,6.6,-0.6,49.0
STU2027943,Computer Science,1,7.78,44.1,66.3,23,13:30-14:30,4.3,-47.9,43.6
STU2027944,Civil Eng,2,7.95,52.7,76.6,12,12:30-13:30,7.0,16.4,45.5
STU2027945,Civil Eng,4,6.71,47.0,92.4,6,12:30-13:30,5.7,3.9,57.1
STU2027946,Electronics & Comm,1,8.13,61.1,85.7,11,11:30-12:30,3.6,-11.4,35.1
STU2027947,Computer Science,3,6.2,60.0,65.9,31,12:30-13:30,2.0,32.6,98.2
STU2027948,Information Tech,1,5.89,35.0,92.1,21,12:30-13:30,3.6,6.4,58.9
